frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
5767, 192.2, 0.970428, 1, 0.0688667, 0.157583, -0.985102, -0.138023, 0.175391, -0.974776, 0.02647, 0.387624, -0.921437, -0.176366, 0.420652, -0.889914
5768, 192.233, 0.971781, 1, 0.0823835, 0.151293, -0.98505, -0.120324, 0.187101, -0.974944, 0.0375418, 0.379383, -0.924478, -0.159096, 0.429754, -0.88882
5769, 192.267, 0.970592, 1, 0.0844352, 0.153239, -0.984575, -0.133438, 0.198623, -0.97095, 0.0435863, 0.373495, -0.926608, -0.166871, 0.43435, -0.885152
5770, 192.3, 0.970994, 1, 0.0676949, 0.161435, -0.984559, -0.134615, 0.184501, -0.97357, 0.0265559, 0.389225, -0.92076, -0.170995, 0.427476, -0.887708
5771, 192.333, 0.970692, 1, 0.0773149, 0.157907, -0.984423, -0.141126, 0.185243, -0.972506, 0.0367378, 0.379778, -0.924348, -0.176253, 0.423908, -0.88839
5772, 192.367, 0.970993, 1, 0.0788402, 0.16347, -0.983393, -0.142123, 0.173956, -0.974444, 0.0348583, 0.3886, -0.920747, -0.182658, 0.416668, -0.890519
5773, 192.4, 0.968684, 1, 0.074485, 0.155308, -0.985054, -0.138416, 0.172225, -0.975284, 0.0308421, 0.377212, -0.925613, -0.177932, 0.410869, -0.894163
5774, 192.433, 0.97224, 1, 0.0914688, 0.155849, -0.983537, -0.131647, 0.170978, -0.97644, 0.0457883, 0.376969, -0.925094, -0.173416, 0.410423, -0.895254
5775, 192.467, 0.975364, 1, 0.0793812, 0.148072, -0.985786, -0.124732, 0.181717, -0.975408, 0.0335148, 0.377663, -0.925336, -0.164612, 0.426273, -0.889491
5776, 192.5, 0.973576, 1, 0.0717621, 0.151802, -0.985802, -0.138908, 0.16697, -0.976128, 0.0293871, 0.38104, -0.924091, -0.177374, 0.412841, -0.893365
5777, 192.533, 0.973782, 1, 0.0850185, 0.155888, -0.984109, -0.14427, 0.16767, -0.97523, 0.0408727, 0.374898, -0.926165, -0.184706, 0.405633, -0.895179
5778, 192.567, 0.973496, 1, 0.081113, 0.164286, -0.983072, -0.127438, 0.181576, -0.975084, 0.0360356, 0.384792, -0.9223, -0.168287, 0.419365, -0.892083
5779, 192.6, 0.97199, 1, 0.0919241, 0.157421, -0.983244, -0.140532, 0.158728, -0.97727, 0.0445726, 0.379197, -0.924242, -0.185355, 0.400938, -0.897158
5780, 192.633, 0.970852, 1, 0.0859551, 0.15183, -0.984662, -0.14177, 0.178193, -0.973729, 0.0367869, 0.380408, -0.924087, -0.18522, 0.424601, -0.886232
5781, 192.667, 0.97453, 1, 0.0772014, 0.154616, -0.984954, -0.132358, 0.167658, -0.97692, 0.0287237, 0.378606, -0.925112, -0.176907, 0.409545, -0.894973
5782, 192.7, 0.973826, 1, 0.0947758, 0.153987, -0.983517, -0.136437, 0.164307, -0.976928, 0.0466613, 0.376173, -0.925374, -0.18083, 0.407061, -0.895322
5783, 192.733, 0.973763, 1, 0.0970403, 0.148418, -0.984152, -0.111944, 0.182449, -0.976822, 0.0473778, 0.372626, -0.926771, -0.155193, 0.424157, -0.892192
5784, 192.767, 0.970212, 1, 0.111913, 0.150002, -0.982331, -0.118086, 0.189905, -0.974675, 0.0580908, 0.376213, -0.924711, -0.164413, 0.435209, -0.88519
5785, 192.8, 0.972638, 1, 0.0965032, 0.156094, -0.983017, -0.121002, 0.173429, -0.977385, 0.0457681, 0.386252, -0.921257, -0.167201, 0.422931, -0.890603
5786, 192.833, 0.969216, 1, 0.0945631, 0.137156, -0.986025, -0.125126, 0.169574, -0.977542, 0.0426595, 0.367702, -0.928965, -0.170503, 0.418544, -0.892048
5787, 192.867, 0.975071, 1, 0.0957529, 0.133633, -0.986394, -0.117987, 0.170508, -0.978267, 0.0427676, 0.359254, -0.93226, -0.163899, 0.414304, -0.895259
5788, 192.9, 0.973617, 1, 0.120701, 0.136479, -0.983262, -0.120349, 0.17484, -0.977214, 0.0673076, 0.362953, -0.929374, -0.166356, 0.422462, -0.890984
5789, 192.933, 0.971723, 1, 0.117119, 0.133466, -0.984109, -0.129148, 0.163388, -0.978072, 0.0607906, 0.356296, -0.932393, -0.178939, 0.408422, -0.895082
5790, 192.967, 0.969768, 1, 0.130284, 0.142627, -0.981164, -0.118688, 0.168735, -0.97849, 0.0737456, 0.361769, -0.929346, -0.169287, 0.411462, -0.895567
5791, 193, 0.971851, 1, 0.119173, 0.148431, -0.981716, -0.116751, 0.165306, -0.979308, 0.0621925, 0.365799, -0.928614, -0.169011, 0.405525, -0.898324
5792, 193.033, 0.973067, 1, 0.102642, 0.1401, -0.984803, -0.124644, 0.16153, -0.978965, 0.0449868, 0.359406, -0.932096, -0.176836, 0.401977, -0.898412
5793, 193.067, 0.973756, 1, 0.116596, 0.150739, -0.981674, -0.123637, 0.154836, -0.980173, 0.0571924, 0.362781, -0.930118, -0.179746, 0.391512, -0.902447
5794, 193.1, 0.973081, 1, 0.117596, 0.133739, -0.984015, -0.125269, 0.153621, -0.980157, 0.0526207, 0.352359, -0.934384, -0.184667, 0.395708, -0.899618
5795, 193.133, 0.973749, 1, 0.117555, 0.149162, -0.9818, -0.112996, 0.164337, -0.979911, 0.0521146, 0.365425, -0.929381, -0.173551, 0.40399, -0.898149
5796, 193.167, 0.97194, 1, 0.12225, 0.142092, -0.982275, -0.113766, 0.162293, -0.980162, 0.0553337, 0.359669, -0.931438, -0.175022, 0.403657, -0.898013
5797, 193.2, 0.972682, 1, 0.127701, 0.155988, -0.979469, -0.109196, 0.18272, -0.977082, 0.0613449, 0.365803, -0.928668, -0.16891, 0.416522, -0.893296
5798, 193.233, 0.971289, 1, 0.108581, 0.133442, -0.98509, -0.106864, 0.187427, -0.976448, 0.033805, 0.350817, -0.935834, -0.170848, 0.424058, -0.889374
5799, 193.267, 0.973931, 1, 0.123566, 0.131354, -0.983604, -0.108794, 0.152293, -0.982329, 0.0483391, 0.342308, -0.938344, -0.178013, 0.38758, -0.904485
5800, 193.3, 0.972897, 1, 0.128206, 0.132978, -0.982792, -0.109012, 0.18469, -0.976732, 0.0510621, 0.345792, -0.936921, -0.175443, 0.420042, -0.890385
5801, 193.333, 0.97348, 1, 0.122648, 0.145012, -0.981799, -0.104671, 0.177669, -0.978508, 0.0542805, 0.356321, -0.932785, -0.165426, 0.412207, -0.895946
5802, 193.367, 0.972861, 1, 0.133783, 0.149811, -0.979622, -0.0968601, 0.184346, -0.978077, 0.0659932, 0.357995, -0.931389, -0.156827, 0.416714, -0.895408
5803, 193.4, 0.973191, 1, 0.130726, 0.134985, -0.982186, -0.0988545, 0.18071, -0.978556, 0.0526943, 0.347139, -0.936332, -0.167156, 0.415616, -0.894048
5804, 193.433, 0.969851, 1, 0.128322, 0.137058, -0.982216, -0.0957528, 0.189153, -0.977268, 0.0559572, 0.350325, -0.934955, -0.157634, 0.424212, -0.891738
5805, 193.467, 0.971052, 1, 0.122601, 0.139818, -0.982558, -0.0917235, 0.180319, -0.979322, 0.0493231, 0.357868, -0.932469, -0.156306, 0.419748, -0.894081
5806, 193.5, 0.972077, 1, 0.132892, 0.143138, -0.98074, -0.0868438, 0.200383, -0.975861, 0.0623843, 0.3597, -0.93098, -0.146193, 0.438078, -0.88697
5807, 193.533, 0.972945, 1, 0.139272, 0.150272, -0.978786, -0.0851736, 0.197121, -0.976672, 0.069318, 0.364216, -0.928731, -0.14565, 0.433554, -0.889279
5808, 193.567, 0.970578, 1, 0.140811, 0.144317, -0.979461, -0.0923929, 0.187437, -0.977922, 0.0685018, 0.359624, -0.93058, -0.155646, 0.426291, -0.891095
5809, 193.6, 0.971227, 1, 0.138871, 0.136347, -0.980879, -0.0851143, 0.193694, -0.977363, 0.0693757, 0.360863, -0.930035, -0.143661, 0.439611, -0.886625
5810, 193.633, 0.974348, 1, 0.144427, 0.148902, -0.978248, -0.0765752, 0.174284, -0.981714, 0.0737356, 0.368868, -0.926553, -0.141154, 0.418458, -0.8972
5811, 193.667, 0.971524, 1, 0.118006, 0.1385, -0.983307, -0.0661469, 0.181138, -0.981231, 0.0491752, 0.363083, -0.930458, -0.126537, 0.424095, -0.896734
5812, 193.7, 0.972828, 1, 0.115149, 0.150593, -0.981867, -0.0833742, 0.16551, -0.982678, 0.0455366, 0.374905, -0.925944, -0.148368, 0.411335, -0.899328
5813, 193.733, 0.972602, 1, 0.109985, 0.14321, -0.983562, -0.0918112, 0.17978, -0.979413, 0.039668, 0.368704, -0.9287, -0.153981, 0.425404, -0.891808
5814, 193.767, 0.974922, 1, 0.112091, 0.134565, -0.984545, -0.0799374, 0.193207, -0.977896, 0.0438176, 0.358903, -0.932346, -0.137128, 0.435138, -0.88986
5815, 193.8, 0.971559, 1, 0.126502, 0.131571, -0.983202, -0.0998457, 0.182433, -0.978136, 0.0560027, 0.355651, -0.93294, -0.159937, 0.428512, -0.889268
5816, 193.833, 0.972837, 1, 0.114119, 0.138721, -0.983734, -0.0995831, 0.173068, -0.979863, 0.0437401, 0.363012, -0.930757, -0.162147, 0.41861, -0.893574
5817, 193.867, 0.974417, 1, 0.125294, 0.141112, -0.982033, -0.0873421, 0.17678, -0.980367, 0.0556786, 0.361367, -0.93076, -0.149265, 0.418537, -0.89585
5818, 193.9, 0.973816, 1, 0.129321, 0.147736, -0.980536, -0.103066, 0.167791, -0.98042, 0.0601137, 0.355947, -0.932571, -0.166458, 0.401282, -0.900702
5819, 193.933, 0.972812, 1, 0.143255, 0.141887, -0.979462, -0.0962644, 0.181819, -0.978609, 0.0745207, 0.351029, -0.933394, -0.156333, 0.416235, -0.895717
5820, 193.967, 0.975607, 1, 0.121277, 0.147242, -0.981637, -0.11412, 0.165663, -0.979557, 0.0517187, 0.360454, -0.931342, -0.177867, 0.403924, -0.897334
5821, 194, 0.971774, 1, 0.126293, 0.148044, -0.980884, -0.101334, 0.177365, -0.978914, 0.0600487, 0.36415, -0.929402, -0.160503, 0.417232, -0.894515
5822, 194.033, 0.972936, 1, 0.119695, 0.126201, -0.984757, -0.0965997, 0.169047, -0.980863, 0.0487661, 0.344721, -0.937438, -0.158374, 0.409569, -0.898427
5823, 194.067, 0.974151, 1, 0.105255, 0.131825, -0.985669, -0.0952997, 0.148554, -0.984302, 0.0328296, 0.34775, -0.937012, -0.162534, 0.386352, -0.907918
5824, 194.1, 0.972544, 1, 0.12073, 0.130922, -0.984014, -0.0988802, 0.159634, -0.982212, 0.046146, 0.34491, -0.937501, -0.166296, 0.396965, -0.902643
5825, 194.133, 0.974862, 1, 0.128145, 0.142804, -0.98142, -0.108222, 0.160794, -0.981037, 0.0585092, 0.361273, -0.930623, -0.172175, 0.404991, -0.897963
5826, 194.167, 0.974732, 1, 0.128395, 0.144152, -0.981191, -0.109136, 0.160338, -0.98101, 0.0590913, 0.361934, -0.930329, -0.173047, 0.403962, -0.898259
5827, 194.2, 0.972886, 1, 0.129393, 0.126059, -0.983548, -0.106844, 0.160475, -0.98124, 0.0606544, 0.344662, -0.936765, -0.167665, 0.403606, -0.899439
5828, 194.233, 0.970888, 1, 0.125363, 0.138714, -0.982366, -0.0946082, 0.173078, -0.980354, 0.0534932, 0.357335, -0.932443, -0.158722, 0.414151, -0.896263
5829, 194.267, 0.973736, 1, 0.132088, 0.152044, -0.979508, -0.100136, 0.172634, -0.979883, 0.0615755, 0.367871, -0.927836, -0.164815, 0.413245, -0.89558
5830, 194.3, 0.973291, 1, 0.114136, 0.150733, -0.981964, -0.100657, 0.172171, -0.979911, 0.04507, 0.362831, -0.930764, -0.163889, 0.406581, -0.898795
5831, 194.333, 0.97379, 1, 0.0981638, 0.145045, -0.984544, -0.0978993, 0.1639, -0.981607, 0.0252672, 0.362123, -0.931788, -0.165319, 0.401235, -0.900933
5832, 194.367, 0.973806, 1, 0.0999804, 0.137012, -0.985511, -0.108518, 0.16624, -0.980096, 0.0222503, 0.354962, -0.934616, -0.17884, 0.404799, -0.896746
5833, 194.4, 0.974353, 1, 0.0998857, 0.131463, -0.986276, -0.097098, 0.172981, -0.980127, 0.0208489, 0.346405, -0.937853, -0.167077, 0.406934, -0.898048
5834, 194.433, 0.97312, 1, 0.138052, 0.1379, -0.980778, -0.105873, 0.161886, -0.981114, 0.0658116, 0.341909, -0.937426, -0.171504, 0.39291, -0.903442
5835, 194.467, 0.974181, 1, 0.123882, 0.133581, -0.983265, -0.0971065, 0.177881, -0.979249, 0.0520936, 0.348174, -0.935981, -0.159397, 0.415013, -0.895744
5836, 194.5, 0.974601, 1, 0.132881, 0.136713, -0.981658, -0.105159, 0.173639, -0.979179, 0.0644785, 0.345765, -0.936103, -0.165016, 0.408228, -0.897842
5837, 194.533, 0.974909, 1, 0.131762, 0.134932, -0.982055, -0.105255, 0.169756, -0.979849, 0.0632864, 0.343489, -0.937022, -0.165515, 0.403917, -0.899698
5838, 194.567, 0.97372, 1, 0.130076, 0.145738, -0.980735, -0.0971037, 0.176786, -0.979448, 0.0612777, 0.351542, -0.934164, -0.158297, 0.407654, -0.899311
5839, 194.6, 0.974409, 1, 0.114035, 0.135202, -0.984234, -0.090967, 0.173945, -0.980545, 0.0437336, 0.348152, -0.936417, -0.152659, 0.408467, -0.899917
5840, 194.633, 0.973132, 1, 0.130133, 0.139034, -0.9817, -0.105473, 0.177737, -0.978409, 0.0589182, 0.348598, -0.935419, -0.167699, 0.412366, -0.89545
5841, 194.667, 0.974048, 1, 0.111212, 0.15143, -0.982192, -0.101948, 0.180174, -0.978337, 0.0455328, 0.36687, -0.929157, -0.1604, 0.418234, -0.894065
5842, 194.7, 0.974509, 1, 0.118112, 0.129564, -0.984511, -0.105456, 0.173339, -0.9792, 0.0479543, 0.346464, -0.936837, -0.166048, 0.41295, -0.895489
5843, 194.733, 0.976531, 1, 0.108191, 0.137579, -0.984564, -0.102122, 0.163315, -0.981274, 0.03937, 0.359003, -0.932506, -0.164241, 0.406921, -0.898577
5844, 194.767, 0.977036, 1, 0.109091, 0.124901, -0.986154, -0.106607, 0.163402, -0.980783, 0.0366065, 0.342847, -0.938678, -0.17035, 0.403188, -0.899122
5845, 194.8, 0.970436, 1, 0.127533, 0.14613, -0.98101, -0.108848, 0.202014, -0.973315, 0.0632524, 0.367665, -0.927805, -0.161939, 0.445758, -0.880384
5846, 194.833, 0.97094, 1, 0.124861, 0.14469, -0.981567, -0.114221, 0.185724, -0.975941, 0.0588007, 0.370926, -0.926799, -0.171468, 0.434474, -0.884212
5847, 194.867, 0.973412, 1, 0.115458, 0.135926, -0.983968, -0.104148, 0.173077, -0.979386, 0.0527987, 0.358004, -0.932226, -0.158942, 0.416476, -0.895145
5848, 194.9, 0.972079, 1, 0.109178, 0.136658, -0.984583, -0.0902484, 0.162641, -0.982549, 0.0441382, 0.362802, -0.93082, -0.149262, 0.408814, -0.900329
5849, 194.933, 0.972005, 1, 0.108515, 0.136721, -0.984648, -0.0906028, 0.162491, -0.982541, 0.043122, 0.359917, -0.931987, -0.149906, 0.406027, -0.901482
5850, 194.967, 0.973701, 1, 0.101103, 0.13255, -0.986006, -0.0999265, 0.179886, -0.978599, 0.0335326, 0.355562, -0.934051, -0.158031, 0.421352, -0.893022
5851, 195, 0.973107, 1, 0.10243, 0.143742, -0.9843, -0.113173, 0.190434, -0.975155, 0.0387784, 0.363664, -0.930723, -0.16721, 0.430132, -0.887145
5852, 195.033, 0.96982, 1, 0.117139, 0.135664, -0.983806, -0.113095, 0.173836, -0.978259, 0.0499863, 0.350569, -0.935202, -0.171714, 0.411647, -0.89502
5853, 195.067, 0.970852, 1, 0.122123, 0.132662, -0.983609, -0.114462, 0.182315, -0.976555, 0.0566904, 0.347689, -0.935895, -0.169668, 0.420277, -0.891392
5854, 195.1, 0.971586, 1, 0.115409, 0.126072, -0.985285, -0.110193, 0.163895, -0.980304, 0.0459583, 0.342586, -0.938362, -0.17119, 0.403017, -0.899039
5855, 195.133, 0.972913, 1, 0.0962938, 0.120238, -0.988064, -0.118091, 0.169767, -0.978383, 0.0272619, 0.334815, -0.94189, -0.176946, 0.404271, -0.89736
5856, 195.167, 0.971347, 1, 0.0995968, 0.132974, -0.986103, -0.126146, 0.178775, -0.97577, 0.0366577, 0.350891, -0.935699, -0.179357, 0.417779, -0.890669
5857, 195.2, 0.970217, 1, 0.144519, 0.135232, -0.980218, -0.124157, 0.165088, -0.978433, 0.0811489, 0.339378, -0.937143, -0.180197, 0.39751, -0.89973
5858, 195.233, 0.971325, 1, 0.12353, 0.139295, -0.982516, -0.118745, 0.166577, -0.978852, 0.0573348, 0.351556, -0.934409, -0.177963, 0.403718, -0.897408
5859, 195.267, 0.973325, 1, 0.106508, 0.140329, -0.98436, -0.118715, 0.186664, -0.975225, 0.0439864, 0.354152, -0.934153, -0.171613, 0.421649, -0.890371
5860, 195.3, 0.973758, 1, 0.0972122, 0.144846, -0.984667, -0.114347, 0.183255, -0.976393, 0.0336901, 0.361754, -0.931665, -0.169549, 0.419952, -0.891568
5861, 195.333, 0.971524, 1, 0.12539, 0.137845, -0.982485, -0.115332, 0.175554, -0.977691, 0.0638915, 0.352317, -0.933697, -0.168703, 0.413694, -0.894649
5862, 195.367, 0.97171, 1, 0.109035, 0.135645, -0.984739, -0.117984, 0.171901, -0.978023, 0.0460881, 0.355717, -0.933457, -0.172848, 0.413922, -0.893752
5863, 195.4, 0.971933, 1, 0.109643, 0.138898, -0.984218, -0.103959, 0.160515, -0.981544, 0.0463249, 0.355495, -0.933529, -0.161575, 0.399246, -0.902494
5864, 195.433, 0.972299, 1, 0.109296, 0.133754, -0.984969, -0.10058, 0.177371, -0.978991, 0.0448381, 0.352507, -0.934734, -0.15612, 0.416365, -0.895693
5865, 195.467, 0.972727, 1, 0.118354, 0.146603, -0.98209, -0.102532, 0.174843, -0.979243, 0.0510682, 0.363653, -0.930134, -0.162919, 0.414576, -0.895312
5866, 195.5, 0.972468, 1, 0.108863, 0.143672, -0.983619, -0.11428, 0.158395, -0.98074, 0.0420041, 0.360476, -0.931822, -0.176045, 0.398706, -0.900023
5867, 195.533, 0.97136, 1, 0.0966637, 0.145567, -0.984615, -0.107909, 0.159337, -0.981309, 0.0281712, 0.364628, -0.930727, -0.171567, 0.399782, -0.90041
5868, 195.567, 0.971136, 1, 0.107438, 0.143301, -0.98383, -0.104664, 0.177318, -0.978572, 0.0405274, 0.355985, -0.933612, -0.163829, 0.411196, -0.896704
5869, 195.6, 0.964939, 1, 0.111762, 0.17334, -0.9785, -0.105123, 0.269564, -0.957227, 0.0409425, 0.391838, -0.919123, -0.157895, 0.503142, -0.849657
5870, 195.633, 0.966249, 1, 0.123408, 0.214773, -0.968836, -0.102809, 0.283402, -0.953475, 0.0599643, 0.428544, -0.901529, -0.152713, 0.51518, -0.843367
5871, 195.667, 0.965595, 1, 0.131897, 0.195396, -0.971814, -0.115043, 0.274199, -0.954767, 0.0666437, 0.412247, -0.908631, -0.164745, 0.510869, -0.843725
5872, 195.7, 0.968956, 1, 0.118167, 0.200664, -0.972507, -0.136095, 0.248601, -0.958997, 0.0548035, 0.41553, -0.907927, -0.188404, 0.486203, -0.853294
5873, 195.733, 0.968584, 1, 0.103621, 0.185594, -0.977148, -0.107375, 0.237074, -0.96554, 0.0367673, 0.398929, -0.916244, -0.163384, 0.469008, -0.86795
5874, 195.767, 0.968944, 1, 0.126996, 0.16915, -0.977374, -0.101673, 0.229379, -0.968012, 0.0581066, 0.381994, -0.922337, -0.158608, 0.462762, -0.872178
5875, 195.8, 0.971476, 1, 0.135221, 0.153097, -0.978916, -0.0977735, 0.229195, -0.968458, 0.0653673, 0.360272, -0.930554, -0.153342, 0.457146, -0.876073
5876, 195.833, 0.971253, 1, 0.131962, 0.122404, -0.983668, -0.107613, 0.210297, -0.971697, 0.0616286, 0.334873, -0.940246, -0.161966, 0.443576, -0.88148
5877, 195.867, 0.971213, 1, 0.129172, 0.139572, -0.981751, -0.103991, 0.196432, -0.974987, 0.0617525, 0.346213, -0.936121, -0.160252, 0.425522, -0.890646
5878, 195.9, 0.973204, 1, 0.120905, 0.153173, -0.980775, -0.104417, 0.194583, -0.975312, 0.0560327, 0.366201, -0.928847, -0.160388, 0.429857, -0.888537
5879, 195.933, 0.973157, 1, 0.117444, 0.140286, -0.983121, -0.10827, 0.18378, -0.976986, 0.0525514, 0.353748, -0.933863, -0.164, 0.419347, -0.89289
5880, 195.967, 0.974593, 1, 0.107011, 0.148972, -0.983034, -0.110273, 0.193584, -0.974867, 0.0436781, 0.366494, -0.929395, -0.164321, 0.431409, -0.887066
5881, 196, 0.971401, 1, 0.12512, 0.153231, -0.980237, -0.104993, 0.18508, -0.977099, 0.0619469, 0.371378, -0.926413, -0.160768, 0.426613, -0.890031
5882, 196.033, 0.970534, 1, 0.11942, 0.151807, -0.981169, -0.112572, 0.179469, -0.977302, 0.0561125, 0.368499, -0.927933, -0.168959, 0.419814, -0.891745
5883, 196.067, 0.972023, 1, 0.101087, 0.150011, -0.983503, -0.107722, 0.194527, -0.974964, 0.0375147, 0.371781, -0.927562, -0.161937, 0.435773, -0.885369
5884, 196.1, 0.971843, 1, 0.102542, 0.149115, -0.983489, -0.11111, 0.177566, -0.977816, 0.0370525, 0.366145, -0.92982, -0.169533, 0.416004, -0.89342
5885, 196.133, 0.971148, 1, 0.109991, 0.141475, -0.983812, -0.104911, 0.180315, -0.977998, 0.043815, 0.35934, -0.932178, -0.162665, 0.419131, -0.893235
5886, 196.167, 0.972207, 1, 0.109692, 0.137552, -0.984402, -0.111333, 0.162917, -0.980338, 0.044695, 0.358714, -0.932377, -0.169882, 0.406375, -0.897775
5887, 196.2, 0.972198, 1, 0.116556, 0.138692, -0.983453, -0.108435, 0.169223, -0.979594, 0.0519942, 0.353906, -0.933835, -0.165856, 0.40717, -0.898167
5888, 196.233, 0.972916, 1, 0.10951, 0.130359, -0.9854, -0.105602, 0.155936, -0.982106, 0.0495049, 0.345213, -0.937218, -0.1595, 0.392769, -0.9057
5889, 196.267, 0.973434, 1, 0.107086, 0.13532, -0.984998, -0.11689, 0.162684, -0.97973, 0.0458451, 0.350377, -0.935486, -0.171592, 0.399713, -0.900436
5890, 196.3, 0.973351, 1, 0.108408, 0.132274, -0.985267, -0.109825, 0.170716, -0.979181, 0.0486251, 0.348157, -0.936174, -0.161671, 0.407475, -0.898792
5891, 196.333, 0.973251, 1, 0.113525, 0.139698, -0.983665, -0.125627, 0.175133, -0.976497, 0.0554264, 0.352488, -0.934173, -0.17585, 0.411102, -0.894468
5892, 196.367, 0.973219, 1, 0.0975271, 0.136909, -0.985771, -0.120156, 0.153961, -0.980744, 0.0424894, 0.347925, -0.936559, -0.170161, 0.387344, -0.906096
5893, 196.4, 0.974314, 1, 0.145359, 0.131989, -0.980535, -0.118767, 0.175021, -0.977375, 0.0830148, 0.340733, -0.936488, -0.172086, 0.410491, -0.89548
5894, 196.433, 0.969784, 1, 0.139492, 0.144041, -0.979691, -0.120334, 0.17423, -0.977325, 0.075625, 0.346904, -0.934847, -0.17691, 0.403976, -0.8975
5895, 196.467, 0.974454, 1, 0.14326, 0.12585, -0.981651, -0.117016, 0.174882, -0.977611, 0.0802556, 0.337109, -0.938039, -0.170219, 0.411881, -0.895198
5896, 196.5, 0.973533, 1, 0.138224, 0.14352, -0.979947, -0.121459, 0.166097, -0.978601, 0.0760224, 0.353819, -0.932219, -0.177474, 0.40365, -0.897535
5897, 196.533, 0.973707, 1, 0.125107, 0.139442, -0.982295, -0.115255, 0.172781, -0.978194, 0.0639863, 0.347847, -0.935365, -0.168833, 0.405532, -0.898354
5898, 196.567, 0.973348, 1, 0.137955, 0.134069, -0.981322, -0.125675, 0.167276, -0.977867, 0.079253, 0.339813, -0.937148, -0.176665, 0.400444, -0.89913
5899, 196.6, 0.972539, 1, 0.117683, 0.131842, -0.98426, -0.116592, 0.17572, -0.977511, 0.0572769, 0.345782, -0.936565, -0.168, 0.412234, -0.895455
5900, 196.633, 0.97321, 1, 0.117184, 0.136842, -0.983637, -0.117355, 0.166805, -0.978981, 0.0545003, 0.347037, -0.936267, -0.173026, 0.400299, -0.899901
5901, 196.667, 0.973885, 1, 0.106366, 0.14093, -0.984289, -0.111064, 0.182407, -0.97693, 0.0437639, 0.359125, -0.932263, -0.16511, 0.420784, -0.892009
5902, 196.7, 0.97109, 1, 0.117494, 0.148287, -0.98194, -0.121626, 0.172465, -0.977478, 0.0578177, 0.360646, -0.930909, -0.175059, 0.408731, -0.895708
5903, 196.733, 0.972628, 1, 0.0993239, 0.149025, -0.983832, -0.11834, 0.159631, -0.980058, 0.0383326, 0.363508, -0.930802, -0.175171, 0.395995, -0.90139
5904, 196.767, 0.974793, 1, 0.105847, 0.143715, -0.983942, -0.122208, 0.171199, -0.977628, 0.046935, 0.352535, -0.934621, -0.174488, 0.402385, -0.898688
5905, 196.8, 0.976967, 1, 0.107361, 0.118292, -0.987158, -0.102385, 0.179855, -0.97835, 0.0453491, 0.327212, -0.943862, -0.15318, 0.408002, -0.900039
5906, 196.833, 0.973629, 1, 0.0956559, 0.118255, -0.988365, -0.101837, 0.192732, -0.975953, 0.0294689, 0.329149, -0.943818, -0.154683, 0.420354, -0.894078
5907, 196.867, 0.969252, 1, 0.123648, 0.195146, -0.972949, -0.129182, 0.260958, -0.956668, 0.0713242, 0.423995, -0.902852, -0.168083, 0.511203, -0.842864
5908, 196.9, 0.970139, 1, 0.186597, 0.274211, -0.943393, -0.0919362, 0.330572, -0.939292, 0.141687, 0.503278, -0.852429, -0.125103, 0.586278, -0.800392
5909, 196.933, 0.964535, 1, 0.145333, 0.294743, -0.94446, -0.105044, 0.294319, -0.949917, 0.101743, 0.518731, -0.848862, -0.145812, 0.547384, -0.824081
5910, 196.967, 0.96529, 1, 0.0871683, 0.202114, -0.975475, -0.139539, 0.262696, -0.954735, 0.0301968, 0.423178, -0.905543, -0.183569, 0.501748, -0.845312
5911, 197, 0.968165, 1, 0.10517, 0.202661, -0.973585, -0.0936589, 0.254715, -0.96247, 0.0443579, 0.422597, -0.905231, -0.143999, 0.491462, -0.858912
5912, 197.033, 0.970141, 1, 0.101121, 0.217295, -0.970854, -0.076783, 0.254728, -0.96396, 0.0341505, 0.401864, -0.915062, -0.135886, 0.45596, -0.879565
5913, 197.067, 0.972541, 1, 0.101793, 0.200631, -0.974364, -0.0911853, 0.240532, -0.966349, 0.0357575, 0.381131, -0.923829, -0.149189, 0.438429, -0.886297
5914, 197.1, 0.96983, 1, 0.126003, 0.165042, -0.978205, -0.0941167, 0.198323, -0.975608, 0.0563468, 0.405794, -0.912226, -0.156904, 0.457856, -0.875071
5915, 197.133, 0.970707, 1, 0.112482, 0.167873, -0.979371, -0.0913787, 0.220416, -0.971116, 0.0432929, 0.400729, -0.915173, -0.151207, 0.468296, -0.870537
5916, 197.167, 0.972881, 1, 0.1265, 0.170873, -0.977139, -0.101657, 0.21515, -0.971276, 0.0619771, 0.387535, -0.919769, -0.157845, 0.450964, -0.878474
5917, 197.2, 0.972865, 1, 0.150363, 0.143109, -0.978218, -0.0744343, 0.198067, -0.977358, 0.0832288, 0.357435, -0.930222, -0.132277, 0.432537, -0.89186
5918, 197.233, 0.972484, 1, 0.121497, 0.135263, -0.983332, -0.0937664, 0.193805, -0.976549, 0.0483067, 0.350879, -0.935174, -0.156559, 0.427308, -0.890448
5919, 197.267, 0.972697, 1, 0.125121, 0.122241, -0.984582, -0.0953888, 0.185831, -0.977941, 0.0525167, 0.338568, -0.939475, -0.156698, 0.421124, -0.893365
5920, 197.3, 0.970924, 1, 0.123706, 0.127924, -0.984039, -0.099081, 0.184703, -0.977787, 0.0545196, 0.34192, -0.938146, -0.157739, 0.41884, -0.894254
